# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 100 resources.
# All costs follow linear functions with RNG seeds [0..99].
# - We schedule from 1.000 to 10.000 tasks with steps of 1000.
# - We run OLAR and the extended versions of Fed-LBAP, FedAvg, and
# Proportional.
# - All resources have a lower limit of 4, except the resource with the
# highest cost for the number of tasks. That resource gets a minimum of
# (tasks/resources)/4.
# - All resources have an upper limit of 2*(tasks/resources), except the
# resource with the lowest cost for the number of tasks. That resource
# gets an upper limit of (tasks/resources)/2.
# - Each sample is composed of 100 executions of the schedulers.
# - We get 50 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
# randomly defined. We set an initial RNG seed = 0 and increase
# it every time we need a new order.
Scheduler,Tasks,Resources,Time
Fed-LBAP,3000,100,0.6034999729999981
OLAR,3000,100,0.4883449850000261
FedAvg,3000,100,0.40942497900005037
Proportional,3000,100,1.0399859020000122
Fed-LBAP,3000,100,0.6016224790000138
OLAR,3000,100,0.487296984000011
Proportional,3000,100,1.0288041949999638
FedAvg,3000,100,0.4093089129999612
Proportional,3000,100,1.0333834950000096
OLAR,3000,100,0.4837648899999749
FedAvg,3000,100,0.409610444000009
Fed-LBAP,3000,100,0.6094129029999635
OLAR,3000,100,0.4893860529999756
Fed-LBAP,3000,100,0.6051457460000051
FedAvg,3000,100,0.41041194399997494
Proportional,3000,100,1.0335272689999897
Fed-LBAP,3000,100,0.6126569390000327
OLAR,3000,100,0.4889370070000041
FedAvg,3000,100,0.40964502600002106
Proportional,3000,100,1.0301933950000262
Proportional,3000,100,1.0302604880000104
OLAR,3000,100,0.48577144499995484
Fed-LBAP,3000,100,0.6058867930000247
FedAvg,3000,100,0.4094147859999566
Proportional,3000,100,1.0333338699999786
FedAvg,3000,100,0.41142438700001094
OLAR,3000,100,0.48607619500000965
Fed-LBAP,3000,100,0.6074832060000404
FedAvg,3000,100,0.4087916340000106
Proportional,3000,100,1.0338100069999996
OLAR,3000,100,0.48779014100000495
Fed-LBAP,3000,100,0.6046416319999821
Proportional,3000,100,1.0315415040000175
Fed-LBAP,3000,100,0.6060827730000256
FedAvg,3000,100,0.4087436400000115
OLAR,3000,100,0.4853413969999565
Fed-LBAP,3000,100,0.6027025689999732
OLAR,3000,100,0.48974043599997685
Proportional,3000,100,1.038923699999998
FedAvg,3000,100,0.4098772259999919
OLAR,3000,100,0.4872288709999566
FedAvg,3000,100,0.409169377000012
Proportional,3000,100,1.0320423750000032
Fed-LBAP,3000,100,0.6152485580000189
FedAvg,3000,100,0.40840145399999983
Proportional,3000,100,1.0391153969999891
OLAR,3000,100,0.4848659819999739
Fed-LBAP,3000,100,0.6013833030000342
Fed-LBAP,3000,100,0.6050785059999839
Proportional,3000,100,1.029862152000021
OLAR,3000,100,0.48526793900003895
FedAvg,3000,100,0.4092503070000362
OLAR,3000,100,0.48710963500002435
FedAvg,3000,100,0.4091375070000254
Fed-LBAP,3000,100,0.6052693880000106
Proportional,3000,100,1.0300022509999849
Proportional,3000,100,1.0299149589999956
OLAR,3000,100,0.4869965279999633
FedAvg,3000,100,0.4086915240000053
Fed-LBAP,3000,100,0.6034418099999925
Fed-LBAP,3000,100,0.6107532360000505
FedAvg,3000,100,0.40849340899995923
OLAR,3000,100,0.48883447899999055
Proportional,3000,100,1.0259424529999706
FedAvg,3000,100,0.4083666340000036
Proportional,3000,100,1.0314845479999804
Fed-LBAP,3000,100,0.6130654970000364
OLAR,3000,100,0.48870989699997835
OLAR,3000,100,0.48641667000003963
Proportional,3000,100,1.035146042000008
Fed-LBAP,3000,100,0.604096936000019
FedAvg,3000,100,0.40964569300001585
FedAvg,3000,100,0.4100413529999969
Fed-LBAP,3000,100,0.606259687999966
OLAR,3000,100,0.4833558230000108
Proportional,3000,100,1.0291077289999748
FedAvg,3000,100,0.40833038099998475
Proportional,3000,100,1.035712220999983
OLAR,3000,100,0.4857873250000466
Fed-LBAP,3000,100,0.606779835999987
OLAR,3000,100,0.48583489500003907
Fed-LBAP,3000,100,0.6058424030000538
FedAvg,3000,100,0.41074463500001457
Proportional,3000,100,1.0359223399999564
OLAR,3000,100,0.48732985500004133
Proportional,3000,100,1.0319428309999807
Fed-LBAP,3000,100,0.6029453879999664
FedAvg,3000,100,0.40825473799998235
Fed-LBAP,3000,100,0.6091916690000403
FedAvg,3000,100,0.4093484680000188
OLAR,3000,100,0.4925566190000268
Proportional,3000,100,1.0384789650000243
OLAR,3000,100,0.48733585100001164
Fed-LBAP,3000,100,0.6075652659999946
Proportional,3000,100,1.0306943869999827
FedAvg,3000,100,0.40924116299999014
OLAR,3000,100,0.4884830059999672
FedAvg,3000,100,0.40967686499999445
Proportional,3000,100,1.0340367410000226
Fed-LBAP,3000,100,0.6084361599999966
Proportional,3000,100,1.032856288000005
Fed-LBAP,3000,100,0.6100046370000314
FedAvg,3000,100,0.40844794099996307
OLAR,3000,100,0.4866836949999538
Proportional,3000,100,1.03344785500002
Fed-LBAP,3000,100,0.603450209000016
OLAR,3000,100,0.48788608399996747
FedAvg,3000,100,0.4093441690000077
OLAR,3000,100,0.4887076370000045
Proportional,3000,100,1.0317327449999993
Fed-LBAP,3000,100,0.6040449970000168
FedAvg,3000,100,0.40947727399998257
Fed-LBAP,3000,100,0.609802789000014
OLAR,3000,100,0.48548077300000614
FedAvg,3000,100,0.4091984760000287
Proportional,3000,100,1.0295660130000215
Fed-LBAP,3000,100,0.6073942609999676
Proportional,3000,100,1.0340628249999781
OLAR,3000,100,0.4869279229999961
FedAvg,3000,100,0.40813737700000274
Proportional,3000,100,1.03553703700004
FedAvg,3000,100,0.41371297200004165
OLAR,3000,100,0.48463248499996325
Fed-LBAP,3000,100,0.6054135950000159
Proportional,3000,100,1.0328552529999797
FedAvg,3000,100,0.4088920430000371
Fed-LBAP,3000,100,0.6048292959999912
OLAR,3000,100,0.48755688599999303
FedAvg,3000,100,0.4096441120000236
OLAR,3000,100,0.48826666999997315
Fed-LBAP,3000,100,0.6068377139999939
Proportional,3000,100,1.0317115109999122
FedAvg,3000,100,0.4098168299999543
Proportional,3000,100,1.034782640000003
Fed-LBAP,3000,100,0.6054594690000386
OLAR,3000,100,0.48324193400003423
OLAR,3000,100,0.48713330499992935
Proportional,3000,100,1.0327352450000262
Fed-LBAP,3000,100,0.6073342869999578
FedAvg,3000,100,0.40916569099999833
Fed-LBAP,3000,100,0.6046500629998945
OLAR,3000,100,0.48708848000001126
Proportional,3000,100,1.028968950000035
FedAvg,3000,100,0.4113815489999979
Fed-LBAP,3000,100,0.6075063400001
Proportional,3000,100,1.031599761999928
OLAR,3000,100,0.4858401110000159
FedAvg,3000,100,0.4105282890000126
OLAR,3000,100,0.4873074900000347
Proportional,3000,100,1.0296855599999617
Fed-LBAP,3000,100,0.603635592000046
FedAvg,3000,100,0.40901561599991965
Proportional,3000,100,1.0385991470000135
FedAvg,3000,100,0.40917345699995167
OLAR,3000,100,0.48606314699998165
Fed-LBAP,3000,100,0.6076170300000285
Fed-LBAP,3000,100,0.6090567830000282
FedAvg,3000,100,0.4146309889999884
OLAR,3000,100,0.4860885479999979
Proportional,3000,100,1.0366634969999495
Proportional,3000,100,1.0322593380000171
OLAR,3000,100,0.4874505660000068
Fed-LBAP,3000,100,0.60595984400004
FedAvg,3000,100,0.4094303699999955
OLAR,3000,100,0.4844095879999486
Fed-LBAP,3000,100,0.6083149520000006
Proportional,3000,100,1.0344160399999964
FedAvg,3000,100,0.4099882159999879
OLAR,3000,100,0.4892659869999534
Proportional,3000,100,1.0331917339999563
Fed-LBAP,3000,100,0.6125102909999214
FedAvg,3000,100,0.4095997880000368
Fed-LBAP,3000,100,0.6066058589999557
Proportional,3000,100,1.0360775220000278
OLAR,3000,100,0.4874400339999738
FedAvg,3000,100,0.4087770249999494
Proportional,3000,100,1.0335795280000184
OLAR,3000,100,0.48740697899995666
